customerID,gender,customersatisfaction
3808-HFKDE,Female,1
5583-SXDAG,Male,5
3488-PGMQJ,Male,3
3580-REOAC,Male,2
7534-BFESC,Male,4
3727-OWVYD,Male,1
2294-SALNE,Male,5
4847-TAJYI,Female,3
1563-IWQEX,Female,2
8203-XJZRC,Male,4
6556-DBKZF,Female,1
6851-WEFYX,Male,5
2985-JUUBZ,Male,3
6390-DSAZX,Female,2
0895-LMRSF,Male,4
8098-LLAZX,Female,1
8266-VBFQL,Male,5
8181-YHCMF,Female,3
2240-HSJQD,Male,2
1248-DYXUB,Male,4
0265-EDXBD,Male,1
4115-BNPJY,Male,5
3167-SNQPL,Male,3
4091-TVOCN,Male,2
1098-TDVUQ,Female,4
7277-OZCGZ,Female,1
1557-EMYVT,Female,5
2799-ARNLO,Female,3
7563-BIUPC,Male,2
5027-YOCXN,Male,4
3973-SKMLN,Male,2
2321-OMBXY,Female,4
2840-XANRC,Male,1
6745-JEFZB,Male,5
5020-ZSTTY,Female,3
9880-TDQAC,Female,2
8705-WZCYL,Male,4
7102-JJVTX,Female,1
8626-PTQGE,Male,5
4983-CLMLV,Female,3
5701-YVSVF,Female,2
5804-LEPIM,Female,4
5697-GOMBF,Female,1
2739-CACDQ,Female,5
9385-EHGDO,Female,3
9498-FIMXL,Female,2
2379-GYFLQ,Male,4
0122-OAHPZ,Female,4
2868-SNELZ,Female,1
4322-RCYMT,Male,5
6680-NENYN,Female,3
2088-IEBAU,Female,2
7982-VCELR,Female,4
1343-EHPYB,Male,2
6035-BXTTY,Female,3
6885-PKOAM,Female,1
7520-HQWJU,Female,1
9639-BUJXT,Male,4
5924-SNGKP,Female,3
0021-IKXGC,Female,1
2034-GDRCN,Female,5
8966-SNIZF,Female,3
6243-OZGFH,Female,2
4654-DLAMQ,Female,4
0513-RBGPE,Male,1
5160-UXJED,Male,5
4115-NZRKS,Female,3
0219-YTZUE,Male,2
0623-IIHUG,Female,4
4572-DVCGN,Female,1
3351-NGXYI,Female,5
8984-EYLLL,Male,3
9057-MSWCO,Male,2
9833-TGFHX,Male,4
9294-TDIPC,Male,1
5229-DTFYB,Female,5
0104-PPXDV,Male,3
5176-LMJXE,Female,2
3583-KRKMD,Male,4
1010-DIAUQ,Male,1
9069-LGEUL,Male,5
7302-ZHMHP,Female,3
9571-EDEBV,Male,2
3520-FJGCV,Male,4
6563-VRERX,Male,1
0259-GBZSH,Male,5
6122-EFVKN,Male,3
2805-EDJPQ,Female,2
6862-CQUMB,Male,4
7156-MXBJE,Female,1
6158-HDPXZ,Male,5
9601-BRXPO,Female,3
2863-IMQDR,Female,2
5686-CMAWK,Male,4
5651-CRHKQ,Female,1
6905-NIQIN,Male,5
8204-YJCLA,Male,3
5167-ZFFMM,Male,2
6583-SZVGP,Male,4
4895-TMWIR,Male,2
0533-BNWKF,Female,4
1708-PBBOA,Female,1
8782-LKFPK,Male,5
5522-JBWMO,Male,3
3597-MVHJT,Female,2
9774-NRNAU,Male,4
0224-RLWWD,Female,1
9967-ATRFS,Female,5
3951-NJCVI,Female,3
2977-CEBSX,Female,2
0177-PXBAT,Male,4
6599-CEBNN,Female,1
2519-ERQOJ,Male,5
5876-QMYLD,Female,3
2277-AXSDC,Female,2
9442-JTWDL,Female,4
0979-PHULV,Male,4
3067-SVMTC,Female,1
5495-GPSRW,Male,5
7606-BPHHN,Male,3
4742-DRORA,Male,2
0111-KLBQG,Male,4
4800-VHZKI,Female,2
7989-CHGTL,Male,3
0334-GDDSO,Male,1
4163-NCJAK,Female,1
5233-AOZUF,Female,4
5973-EJGDP,Male,3
1996-DBMUS,Female,1
7916-VCCPB,Female,5
4686-GEFRM,Male,3
5249-QYHEX,Female,2
0578-SKVMF,Female,4
5564-NEMQO,Female,1
2233-FAGXV,Female,5
5605-IYGFG,Female,3
7663-ZTEGJ,Male,2
3935-TBRZZ,Male,4
8111-BKVDS,Female,1
2055-SIFSS,Female,5
2806-MLNTI,Male,3
8734-DKSTZ,Female,2
4360-PNRQB,Male,4
6152-ONASV,Female,1
9063-ZGTUY,Female,5
7781-HVGMK,Female,3
2181-UAESM,Male,2
2957-LOLHO,Male,4
6048-NJXHX,Male,1
2320-SLKMB,Female,5
4980-URKXC,Male,3
4376-KFVRS,Male,2
5886-VLQVU,Male,4
3577-AMVUX,Male,1
0771-WLCLA,Female,5
5628-RKIFK,Female,3
0206-TBWLC,Female,2
2937-FTHUR,Female,4
1910-FMXJM,Female,1
7752-XUSCI,Female,5
4110-PFEUZ,Female,3
0732-OCQOC,Female,2
5168-MSWXT,Male,4
1090-ESELR,Male,1
8592-PLTMQ,Female,5
5760-WRAHC,Female,3
8847-GEOOQ,Male,2
0256-LTHVJ,Female,4
4785-FCIFB,Female,2
8313-NDOIA,Female,4
5149-CUZUJ,Male,1
0942-KOWSM,Female,5
4237-CLSMM,Male,3
1452-VOQCH,Male,2
4719-UMSIY,Male,4
6614-VBEGU,Female,1
0880-TKATG,Male,5
3811-VBYBZ,Male,3
1480-BKXGA,Male,2
2996-XAUVF,Male,4
9076-AXYIK,Male,1
5968-XQIVE,Male,5
8896-RAZCR,Female,3
4640-UHDOS,Female,2
4933-IKULF,Female,4
3583-EKAPL,Male,4
1304-BCCFO,Male,1
4104-PVRPS,Male,5
9399-APLBT,Female,3
2359-KMGLI,Male,2
3780-DDGSE,Male,4
4431-EDMIQ,Female,2
0306-JAELE,Male,3
6227-HWPWX,Female,1
0486-LGCCH,Male,1
0447-BEMNG,Female,4
4612-SSVHJ,Female,3
5168-MQQCA,Female,1
5949-XIKAE,Female,5
7971-HLVXI,Male,3
9094-AZPHK,Female,2
3649-JPUGY,Male,4
4472-LVYGI,Female,1
8372-JUXUI,Male,5
3552-CTCYF,Male,3
6778-YSNIH,Female,2
0388-EOPEX,Female,4
5756-OZRIO,Male,1
6579-JPICP,Male,5
8205-OTCHB,Male,3
4134-BSXLX,Male,2
0505-SPOOW,Female,4
6235-VDHOM,Female,1
7783-YKGDV,Female,5
4374-YMUSQ,Male,3
4513-CXYIX,Female,2
3957-HHLMR,Female,4
7803-XOCCZ,Female,1
5736-YEJAX,Male,5
5609-CEBID,Female,3
8981-FJGLA,Male,2
7218-HKQFK,Male,4
4636-QRJKY,Female,1
1135-LMECX,Female,5
4332-MUOEZ,Male,3
8535-SFUTN,Male,2
5956-VKDTT,Female,4
8677-HDZEE,Female,1
2475-MROZF,Male,5
9412-GHEEC,Male,3
3482-ABPKK,Female,2
6705-LXORM,Female,4
0257-ZESQC,Female,1
7531-GQHME,Male,5
5174-ITUMV,Male,3
4109-CYRBD,Male,2
0913-XWSCN,Male,4
6825-UYPFK,Female,2
8397-MVTAZ,Male,4
0750-EBAIU,Male,1
8606-CIQUL,Male,5
3571-DPYUH,Male,3
7601-GNDYK,Male,2
0356-OBMAC,Female,4
8067-NIOYM,Female,1
1403-GYAFU,Male,5
4234-XTNEA,Male,3
1297-VQDRP,Male,2
9282-IZGQK,Female,4
5348-CAGXB,Male,1
0621-HJWXJ,Female,5
5844-QVTAT,Female,3
8905-IAZPF,Female,2
5394-MEITZ,Female,4
6859-QNXIQ,Female,4
2782-LFZVW,Female,1
2866-IKBTM,Female,5
1342-JPNKI,Male,3
2817-NTQDO,Male,2
7129-AZJDE,Male,4
6986-IJDHX,Male,2
2560-PPCHE,Female,3
4676-MQUEA,Male,1
8138-EALND,Male,1
3580-HYCSP,Male,4
1352-HNSAW,Female,3
2075-PUEPR,Male,1
1982-FEBTD,Female,5
5301-GAUUY,Male,3
5791-KAJFD,Female,2
2654-VBVPB,Female,4
1154-HYWWO,Male,1
2501-XWWTZ,Male,5
3716-UVSPD,Male,3
6815-ABQFQ,Male,2
7343-EOBEU,Male,4
3701-SFMUH,Male,1
6103-LIANB,Male,5
7319-VENRZ,Male,3
5846-NEQVZ,Male,2
6967-QIQRV,Male,4
5781-RFZRP,Male,1
0939-YAPAF,Female,5
0308-IVGOK,Female,3
7293-LSCDV,Female,2
7025-WCBNE,Male,4
5756-JYOJT,Female,1
4710-FDUIZ,Male,5
6030-REHUX,Female,3
9548-LIGTA,Male,2
5150-LJNSR,Male,4
8270-RKSAP,Male,1
6522-YRBXD,Male,5
2640-LYMOV,Male,3
1218-VKFPE,Female,2
3627-FHKBK,Female,4
2865-TCHJW,Female,1
1423-BMPBQ,Female,5
2393-DIVAI,Female,3
5192-EBGOV,Female,2
4568-KNYWR,Male,4
8752-IMQOS,Male,1
0742-LAFQK,Male,5
0795-LAFGP,Male,3
0619-OLYUR,Male,2
5512-IDZEI,Male,4
0459-SPZHJ,Male,2
0215-BQKGS,Male,4
9244-ZVAPM,Male,1
0719-SYFRB,Female,5
8208-EUMTE,Male,3
5172-MIGPM,Male,2
1710-RCXUS,Male,4
0374-FIUCA,Male,1
5839-SUYVZ,Male,5
5173-ZXXXL,Male,3
1096-ADRUX,Female,2
2001-MCUUW,Male,4
2731-GJRDG,Female,1
4723-BEGSG,Male,5
6516-NKQBO,Male,3
8672-OAUPW,Male,2
8207-DMRVL,Male,4
3419-SNJJD,Female,4
6543-CPZMK,Male,1
4765-OXPPD,Female,5
2804-ETQDK,Male,3
6689-VRRTK,Female,2
7138-GIRSH,Male,4
9396-ZSFLL,Female,2
6464-KEXXH,Male,3
7134-MJPDY,Female,1
5240-CAOYT,Female,1
4059-IIEBK,Female,4
4881-JVQOD,Male,3
0516-UXRMT,Female,1
4851-BQDNX,Male,5
5148-HKFIR,Female,3
1009-IRMNA,Female,2
3003-CMDUU,Female,4
5016-IBERQ,Male,1
6797-UCJHZ,Female,5
2469-DTSGX,Female,3
4554-YGZIH,Male,2
5099-BAILX,Male,4
9931-KGHOA,Female,1
1775-KWJKQ,Male,5
7665-VIGUD,Male,3
9411-TPQQV,Female,2
7207-RMRDB,Female,4
7954-MLBUN,Male,1
2077-DDHJK,Female,5
4913-EHYUI,Male,3
0195-IESCP,Male,2
9574-BOSMD,Male,4
4580-TMHJU,Female,1
0970-ETWGE,Male,5
4908-XAXAY,Female,3
8404-VLQFB,Female,2
1626-ERCMM,Male,4
0887-HJGAR,Male,1
2391-IPLOP,Male,5
5644-PDMZC,Female,3
3509-GWQGF,Male,2
9576-ANLXO,Female,4
2024-BASKD,Female,1
5845-BZZIB,Male,5
1140-UKVZG,Female,3
4160-AMJTL,Female,2
5183-SNMJQ,Male,4
8100-PNJMH,Male,1
7838-LAZFO,Male,5
4464-JCOLN,Male,3
2085-JVGAD,Male,2
5650-VDUDS,Female,4
8095-WANWK,Female,2
3030-ZKIWL,Male,4
9565-FLVCG,Male,1
8755-OGKNA,Female,5
2800-VEQXM,Female,3
7538-GWHML,Female,2
5533-RJFTJ,Male,4
3859-CVCET,Female,1
0214-JHPFW,Female,5
5642-MHDQT,Female,3
3088-FVYWK,Male,2
3276-HDUEG,Female,4
9092-GDZKO,Male,1
0823-HSCDJ,Male,5
3729-OWRVL,Male,3
2324-AALNO,Female,2
0822-GAVAP,Female,4
5760-IFJOZ,Male,4
2826-UWHIS,Male,1
1448-PWKYE,Male,5
7501-IWUNG,Female,3
4957-TREIR,Male,2
7251-LJBQN,Female,4
8040-MNRTF,Female,2
1536-HBSWP,Female,3
5313-FPXWG,Male,1
0067-DKWBL,Male,1
0946-FKYTX,Male,4
5076-YVXCM,Male,3
8262-COGGB,Male,1
6663-JOCQO,Male,5
9620-QJREV,Male,3
2276-YDAVZ,Female,2
2682-KEVRP,Female,4
2480-JZOSN,Female,1
0078-XZMHT,Male,5
5896-NPFWW,Male,3
9978-HYCIN,Male,2
8338-QIUNR,Male,4
1525-LNLOJ,Male,1
9450-TRJUU,Male,5
1766-GKNMI,Male,3
6942-LBFDP,Female,2
1456-TWCGB,Male,4
7133-VBDCG,Female,1
7596-ZYWBB,Female,5
8329-UTMVM,Male,3
3014-WJKSM,Male,2
3347-YJZZE,Male,4
1029-QFBEN,Male,1
7929-DMBCV,Female,5
9661-JALZV,Female,3
5433-KYGHE,Female,2
4312-KFRXN,Male,4
5575-TPIZQ,Male,1
0114-IGABW,Female,5
9944-AEXBM,Male,3
1853-ARAAQ,Female,2
6952-OMNWB,Male,4
4697-LUPSU,Male,1
8434-VGEQQ,Male,5
4952-YSOGZ,Female,3
1589-AGTLK,Male,2
5244-IRFIH,Male,4
6549-YMFAW,Male,1
4950-HKQTE,Female,5
6786-OBWQR,Female,3
2684-EIWEO,Female,2
2753-JMMCV,Male,4
6439-GTPCA,Female,2
6621-YOBKI,Male,4
1216-JWVUX,Male,1
7564-GHCVB,Female,5
1173-NOEYG,Female,3
7595-EHCDL,Male,2
6647-ZEDXT,Female,4
2521-NPUZR,Male,1
1307-TVUFB,Male,5
7503-MIOGA,Female,3
4381-MHQDC,Female,2
6923-JHPMP,Female,4
5138-WVKYJ,Male,1
4018-PPNDW,Female,5
1635-FJFCC,Female,3
2499-AJYUA,Female,2
6919-ELBGL,Male,4
3966-HRMZA,Female,4
6425-JWTDV,Male,1
8405-IGQFX,Female,5
8224-IVVPA,Female,3
9477-LGWQI,Male,2
1410-RSCMR,Male,4
3115-CZMZD,Male,2
0139-IVFJG,Female,3
6683-VLCTZ,Male,1
5730-DBDSI,Male,1
0030-FNXPP,Female,4
2189-WWOEW,Female,3
5684-FJVYR,Female,1
4013-GUXND,Male,5
1894-IGFSG,Female,3
7379-POKDZ,Male,2
1266-NZYUI,Female,4
7969-FFOWG,Male,1
4718-DHSMV,Female,5
5175-WLYXL,Male,3
7817-OMJNA,Male,2
8728-SKJLR,Male,4
3137-NYQQI,Male,1
7706-DZNKK,Male,5
0236-HFWSV,Male,3
3900-AQPHZ,Female,2
5842-POCOP,Female,4
2037-XJFUP,Male,1
8823-RLPWL,Female,5
9505-SQFSW,Female,3
7314-OXENN,Male,2
3758-CKOQL,Female,4
0322-CHQRU,Male,1
5676-CFLYY,Male,5
7521-AFHAB,Female,3
0285-INHLN,Male,2
4678-DVQEO,Female,4
5125-CNDSP,Male,1
0691-IFBQW,Female,5
4992-LTJNE,Male,3
2202-OUTMO,Female,2
0810-BDHAW,Female,4
0229-LFJAF,Male,1
7131-ZQZNK,Female,5
3442-ZHHCC,Male,3
5726-CVNYA,Female,2
9871-ELEYA,Female,4
4257-GAESD,Female,1
5173-WXOQV,Male,5
2040-OBMLJ,Male,3
6286-ZHAOK,Female,2
3807-XHCJH,Female,4
3009-JWMPU,Male,2
5671-RQRLP,Female,4
1450-GALXR,Female,1
8859-AXJZP,Male,5
3174-AKMAS,Female,3
3138-BKYAV,Male,2
9926-PJHDQ,Female,4
7382-DFJTU,Male,1
2798-NYLMZ,Male,5
4289-DTDKW,Male,3
1820-TQVEV,Male,2
2239-JALAW,Male,4
4853-RULSV,Male,1
8098-TDCBU,Female,5
3551-GAEGL,Male,3
4785-NKHCX,Male,2
3196-NVXLZ,Female,4
6275-YDUVO,Female,4
0036-IHMOT,Female,1
0115-TFERT,Male,5
4178-EGMON,Male,3
4220-TINQT,Female,2
5318-YKDPV,Male,4
7975-TZMLR,Male,2
0295-QVKPB,Male,3
4335-BSMJS,Female,1
2311-QYMUQ,Female,1
3643-AHCFP,Male,4
9146-JRIOX,Female,3
3104-OWCGK,Male,1
5337-IIWKZ,Male,5
9101-BWFSS,Female,3
9650-VBUOG,Male,2
3487-EARAT,Female,4
2672-TGEFF,Female,1
9231-ZJYAM,Female,5
4250-WAROZ,Male,3
8184-WMOFI,Male,2
6982-SSHFK,Male,4
6092-QZVPP,Male,1
4625-LAMOB,Male,5
0727-BMPLR,Female,3
0392-BZIUW,Female,2
1038-ZAGBI,Female,4
6549-NNDYT,Female,1
3027-ZTDHO,Male,5
0422-OHQHQ,Female,3
6916-HIJSE,Female,2
2316-ESMLS,Female,4
9778-OGKQZ,Male,1
7408-OFWXJ,Female,5
6007-TCTST,Female,3
2252-NKNSI,Male,2
8713-IGZSO,Male,4
7905-TVXTA,Female,1
7695-PKLCZ,Female,5
2382-BCKQJ,Female,3
8374-UULRV,Male,2
2207-NHRJK,Male,4
3224-DFQNQ,Female,1
5275-PMFUT,Male,5
4795-UXVCJ,Male,3
9777-IQHWP,Male,2
0947-MUGVO,Male,4
9944-HKVVB,Female,1
4124-MMETB,Male,5
3671-SHRSP,Male,3
0979-MOZQI,Male,2
2732-ISEZX,Female,4
3313-QKNKB,Male,2
0323-XWWTN,Male,4
1937-OTUKY,Female,1
1573-LGXBA,Male,5
1764-VUUMT,Male,3
5073-WXOYN,Female,2
4713-ZBURT,Male,4
3050-GBUSH,Female,1
0207-MDKNV,Female,5
7876-AEHIG,Female,3
7945-HLKEA,Female,2
9342-VNIMQ,Male,4
9851-KIELU,Male,1
3523-BRGUW,Male,5
3908-BLSYF,Female,3
3199-NPKCN,Female,2
5170-PTRKA,Female,4
4661-NJEUX,Male,4
2123-AGEEN,Female,1
1258-YMZNM,Female,5
0048-LUMLS,Male,3
7549-MYGPK,Female,2
5898-IGSLP,Male,4
3804-RVTGV,Male,2
6259-WJQLC,Male,3
9227-LUNBG,Female,1
7997-EASSD,Female,1
0730-KOAVE,Male,4
8975-SKGRX,Male,3
0678-RLHVP,Female,1
4315-MURBD,Female,5
2267-FPIMA,Male,3
1051-GEJLJ,Female,2
9734-YWGEX,Female,4
2719-BDAQO,Male,1
5285-MVEHD,Female,5
0379-DJQHR,Male,3
0781-LKXBR,Male,2
5543-QDCRY,Male,4
0297-RBCSG,Male,1
4694-PHWFW,Female,5
0835-JKADZ,Female,3
1907-UBQFC,Male,2
7508-SMHXL,Female,4
3865-YIOTT,Male,1
5993-BQHEA,Male,5
6024-RUGGH,Male,3
6513-EECDB,Male,2
3956-CJUST,Female,4
4079-WWQQQ,Male,1
6103-BOCOU,Female,5
5149-TGWDZ,Female,3
7471-WNSUF,Male,2
8942-DBMHZ,Male,4
4301-VVZKA,Male,1
9199-PWQVC,Female,5
4824-GUCBY,Female,3
5393-HJZSM,Female,2
7074-IEVOJ,Female,4
9625-QSTYE,Female,1
0862-PRCBS,Female,5
8812-ZRHFP,Female,3
5146-CBVOE,Female,2
0454-OKRCT,Male,4
5787-KXGIY,Male,1
4750-ZRXIU,Female,5
4198-VFOEA,Female,3
6630-UJZMY,Female,2
5709-LVOEQ,Female,4
6400-BWQKW,Female,2
2692-AQCPF,Female,4
0347-UBKUZ,Female,1
0835-DUUIQ,Female,5
0811-GSDTP,Female,3
7567-ECMCM,Male,2
6115-ZTBFQ,Female,4
6353-BRMMA,Female,1
6680-WKXRZ,Female,5
6231-WFGFH,Male,3
9904-EHEVJ,Female,2
7028-DVOIQ,Male,4
6169-PPETC,Male,1
4208-UFFGW,Male,5
8584-KMVXD,Female,3
8467-WYNSR,Male,2
0851-DFJKB,Female,4
5382-SOYZL,Male,4
9448-REEVD,Male,1
3261-CQXOL,Female,5
8388-FYNPZ,Male,3
4002-BQWPQ,Male,2
5651-YLPRD,Female,4
2826-DXLQO,Male,2
4378-BZYFP,Male,3
9489-UTFKA,Male,1
4849-PYRLQ,Female,1
9117-SHLZX,Male,4
9889-TMAHG,Male,3
4541-RMRLG,Male,1
7764-BDPEE,Male,5
3429-IFLEM,Female,3
3158-MOERK,Female,2
7294-TMAOP,Female,4
5002-GCQFH,Male,1
0556-FJEGU,Male,5
8919-FYFQZ,Male,3
0604-THJFP,Female,2
2834-JRTUA,Male,4
5875-YPQFJ,Male,1
5879-SESNB,Female,5
6646-QVXLR,Male,3
6461-PPAXN,Female,2
3318-ISQFQ,Female,4
1106-HRLKZ,Male,1
2483-XSSMZ,Female,5
8603-IJWDN,Male,3
8165-ZJRNM,Female,2
9369-XFEHK,Female,4
2604-XVDAM,Female,1
3717-OFRTN,Male,5
9046-JBFWA,Male,3
3280-NMUVX,Male,2
1206-EHBDD,Female,4
8361-LBRDI,Female,1
4883-KCPZJ,Female,5
